codigo_clase,clase,codigo_seccion,seccion,codigo_division,gsectores,gsectores_label,total_plazas_equiv,n_establecimientos,n_matrices,n_provincias_present,n_cantones_present,effnum_industry_prov,effnum_industry_canton,ren_prov_pop,ren_prov_con,ren_canton_pop,ren_canton_con,tradable_prov_pop,tradable_prov_con,tradable_canton_pop,tradable_canton_con,tradability_pctile
C1511,Curtido y adobo de cueros; adobo y teñido de pieles.,C,Industrias manufactureras.,C15,3,Industrias manufactureras,286.3333333333333,63,54,8,8,1.501108593884894,1.501108593884894,0.1890563792001396,0.29909771466457097,0.08806659434726942,0.2076198610200294,True,True,True,True,0.9043062200956937
C2720,"Fabricación de pilas, baterías y acumuladores.",C,Industrias manufactureras.,C27,3,Industrias manufactureras,354.08333333333377,17,12,4,6,1.5164982382699657,1.5191989663321654,0.19099462034836295,0.3021641200424542,0.08912791495951224,0.21012195888863375,True,True,True,True,0.9019138755980861
J6311,"Procesamiento de datos, hospedaje y actividades conexas.",J,Información y comunicación.,J63,6,Servicios,3106.750000000004,765,654,23,82,1.5215926890032803,1.5471901801233903,0.19163623842554772,0.3031791955526557,0.09077009519902428,0.21399345222415297,True,True,True,True,0.8995215311004785
A0119,Cultivo de otras plantas no perennes.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",48844.50000000001,1329,1065,16,55,1.5304124550411207,4.407173148228951,0.19274703949570288,0.30493654467219355,0.2585587288250639,0.6095606142380557,True,True,True,True,0.8971291866028708
A0116,Cultivo de plantas de fibras.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",368.9166666666667,151,117,18,37,1.5345168494528627,2.2684876381768557,0.1932639654192865,0.3057543502551041,0.13308696081479868,0.31375683950021327,True,True,True,True,0.8947368421052632
C1062,Elaboración de almidones y productos derivados del almidón.,C,Industrias manufactureras.,C10,3,Industrias manufactureras,189.16666666666703,24,20,5,11,1.546134079700812,1.5857204228013346,0.1947270917353697,0.30806909752392175,0.09303057606352899,0.2193226093966928,True,True,True,True,0.8923444976076556
K6520,Reaseguros.,K,Actividades financieras y de seguros.,K65,6,Servicios,455.333333333333,9,8,3,4,1.546703774064851,1.546703774064851,0.19479884161019867,0.3081826098194582,0.09074155887245874,0.21392617690597507,True,True,True,True,0.8899521531100478
K6420,Actividades de sociedades de cartera.,K,Actividades financieras y de seguros.,K64,6,Servicios,583.1666666666664,232,213,14,25,1.552109410076135,1.571332495751448,0.19547965176326185,0.30925968937510795,0.09218646942116997,0.21733260052815864,True,True,True,True,0.8875598086124402
C1312,Tejedura de productos textiles.,C,Industrias manufactureras.,C13,3,Industrias manufactureras,2244.916666666667,336,290,17,40,1.5839241050657848,2.7395299687143972,0.19948653778376865,0.3155988060805342,0.1607219327367721,0.3789071847844628,True,True,True,True,0.8851674641148325
A0142,Cría de caballos y otros equinos.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",301.83333333333366,32,18,11,16,1.6462921518642954,1.6656823238041925,0.20734145058191325,0.32802571532715324,0.09772175718629537,0.23038222149986864,True,True,True,True,0.8827751196172249
C1430,Fabricación de artículos de punto y ganchillo.,C,Industrias manufactureras.,C14,3,Industrias manufactureras,605.0833333333335,171,151,15,29,1.6495609612936641,1.7165773579857169,0.20775313916828816,0.32867702958514966,0.10070765197619518,0.2374215655995721,True,True,True,True,0.8803827751196173
H4911,Transporte interurbano de pasajeros por ferrocarril.,H,Transporte y almacenamiento.,H49,6,Servicios,3.66666666666667,6,0,4,5,1.657534246575342,1.657534246575342,0.20875733063839533,0.33026571638358215,0.09724372820495011,0.2292552526258472,True,True,True,True,0.8779904306220095
C2022,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas.",C,Industrias manufactureras.,C20,3,Industrias manufactureras,1569.0000000000002,102,81,17,28,1.6671361726892755,1.737341634523141,0.2099666404723691,0.3321789118504224,0.10192584440157014,0.24029349387074686,True,True,True,True,0.8755980861244019
J5820,Publicación de programas informáticos.,J,Información y comunicación.,J58,6,Servicios,252.08333333333334,139,98,16,29,1.6720259202960401,1.7234454500851772,0.21058247731555513,0.3331532000134692,0.10111058716910983,0.23837149842453337,True,True,True,True,0.8732057416267942
B0710,Extracción de minerales de hierro.,B,Explotación de minas y canteras.,B07,2,Explotación de minas y canteras,435.3333333333329,41,26,11,21,1.6847341353579157,1.7777882008000465,0.2121830071742757,0.33568532733454187,0.10429875157135038,0.2458876997152525,True,True,True,True,0.8708133971291866
K6499,"Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones, n.c.p.",K,Actividades financieras y de seguros.,K64,6,Servicios,3906.5833333333367,412,89,24,135,1.6901714848685048,1.7075212680851506,0.21286781146831898,0.3367687258435337,0.10017635197638534,0.23616900856658996,True,True,True,True,0.868421052631579
C2790,Fabricación de otros tipos de equipo eléctrico.,C,Industrias manufactureras.,C27,3,Industrias manufactureras,507.583333333333,78,61,12,14,1.7025383737081976,1.7519044024646429,0.21442535316485412,0.33923284349933236,0.10278020855756938,0.24230768516136938,True,True,True,True,0.8660287081339713
C1102,Elaboración de vinos.,C,Industrias manufactureras.,C11,3,Industrias manufactureras,999.5833333333334,99,75,18,40,1.7198502081014801,1.7326275666994968,0.2166056835826796,0.34268224757627647,0.10164928086683216,0.23964148634086457,True,True,True,True,0.8636363636363636
J5811,"Publicación de libros, periódicos y otras actividades de publicación.",J,Información y comunicación.,J58,6,Servicios,490.916666666667,260,210,20,43,1.7667738067146688,1.806376953082809,0.22251545299509184,0.35203183172109853,0.10597598802208892,0.24984183920913272,True,True,True,True,0.861244019138756
C3319,Reparación de otros tipos de equipo.,C,Industrias manufactureras.,C33,3,Industrias manufactureras,49.333333333333364,32,30,8,11,1.7840220722234097,1.7914634769718345,0.2246877772612037,0.35546856962041384,0.10510104862308525,0.24777914111380522,True,True,True,True,0.8588516746411483
C2813,"Fabricación de otras bombas, compresores, grifos y válvulas.",C,Industrias manufactureras.,C28,3,Industrias manufactureras,84.16666666666677,53,39,8,13,1.7853080054464066,1.8013484066692809,0.22484973348477297,0.3557247933804912,0.10568097475059035,0.249146335824659,True,True,True,True,0.8564593301435407
N7830,Otras actividades de dotación de recursos humanos.,N,Actividades de servicios administrativos y de apoyo.,N78,6,Servicios,139.83333333333331,56,51,9,15,1.7949224004171618,1.9121974674122526,0.22606061370275032,0.3576404732822318,0.11218423461199893,0.2644779825019289,True,True,True,True,0.854066985645933
N8291,Actividades de agencias de cobro y agencias de calificación crediticia.,N,Actividades de servicios administrativos y de apoyo.,N82,6,Servicios,4038.999999999999,650,530,22,61,1.8435446383805099,1.8657125270280672,0.2321843174077356,0.36732851338536476,0.10945706989870108,0.2580486029744215,True,True,True,True,0.8516746411483254
J6202,Actividades de consultoría de informática y de gestión de instalaciones informáticas.,J,Información y comunicación.,J62,6,Servicios,4050.0000000000005,1313,1187,23,66,1.847587677416536,1.8936822868538186,0.23269351595887955,0.36813409383497464,0.11109799148332153,0.26191712899008923,True,True,True,True,0.8492822966507177
E3812,Recolección de desechos peligrosos.,E,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.",E38,6,Servicios,108.75000000000007,63,45,14,22,1.868804805490232,1.9540254283475238,0.2353656966571843,0.3723616324317423,0.11463818503441749,0.2702632504509032,True,True,True,True,0.84688995215311
C2660,"Fabricación de equipo de irradiación, y equipo electrónico de uso medico y terapéutico.",C,Industrias manufactureras.,C26,3,Industrias manufactureras,21.0,18,14,6,6,1.8927038626609443,1.8927038626609443,0.2383756515887583,0.37712354866586256,0.11104058958259001,0.26178180214180474,True,True,True,True,0.8444976076555024
N7810,Actividades de agencias de empleo.,N,Actividades de servicios administrativos y de apoyo.,N78,6,Servicios,663.3333333333337,147,127,9,13,1.9114899911469116,1.9372723624867922,0.24074166124669646,0.3808667076354652,0.11365532112887432,0.2679461168205756,True,True,True,True,0.8421052631578947
A0321,Acuicultura marina.,A,"Agricultura, ganadería,  silvicultura y pesca.",A03,1,"Agricultura, ganadería, silvicultura y pesca",34461.833333333336,4880,3055,20,85,1.9145463314900557,4.846218280809538,0.24112659051912352,0.381475687169388,0.2843164986150905,0.6702853944300021,True,True,True,True,0.8397129186602871
C2219,Fabricación de otros productos de caucho.,C,Industrias manufactureras.,C22,3,Industrias manufactureras,2125.0833333333303,145,127,21,38,1.930394260795604,1.938151094861599,0.24312255013492495,0.38463340637555665,0.11370687433955286,0.26806765519179965,True,True,True,True,0.8373205741626795
C2394,"Fabricación de cemento, cal y yeso.",C,Industrias manufactureras.,C23,3,Industrias manufactureras,715.9999999999997,63,47,13,18,1.9372942251244463,1.9427574645371755,0.2439915627286408,0.3860082326675591,0.11397711947124095,0.2687047668809513,True,True,True,True,0.8349282296650717
M7210,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.,M,"Actividades profesionales, científicas y técnicas.",M72,6,Servicios,5809.083333333333,765,575,24,99,1.9402075165917063,2.0045261369833844,0.24435847578116648,0.38658870953882546,0.11760094565000626,0.2772480549821032,True,True,True,True,0.8325358851674641
J5913,"Actividades de distribución de películas cinematográficas, vídeos y programas de televisión.",J,Información y comunicación.,J59,6,Servicios,25.666666666666668,27,22,6,8,1.9445719908166612,2.26038886770873,0.2449081573281536,0.38745833634111965,0.13261182454788661,0.31263669029456936,True,True,True,True,0.8301435406698564
C1020,"Elaboración y conservación de pescados, crustáceos y moluscos.",C,Industrias manufactureras.,C10,3,Industrias manufactureras,34459.0,532,380,17,51,1.9507365665848635,5.408239911107881,0.2456845517734249,0.38868663556720967,0.3172890171467315,0.74801917947936,True,True,True,True,0.8277511961722488
I5520,"Actividades de campamentos, parques de vehículos de recreo y parques de caravanas.",I,Actividades de alojamiento y de servicio de comidas.,I55,6,Servicios,156.08333333333337,103,62,20,47,1.9554799082942635,2.125101995693011,0.24628194959830002,0.38963175217698337,0.12467485441337757,0.29392502500921835,True,True,True,True,0.8253588516746412
C2620,Fabricación de computadoras y equipo periférico.,C,Industrias manufactureras.,C26,3,Industrias manufactureras,141.83333333333337,55,41,10,13,1.9720128145256706,2.8500910083727704,0.24836417829414406,0.3929259538694671,0.16720829506250331,0.3941989949716887,True,True,True,True,0.8229665071770335
K6411,Banca central.,K,Actividades financieras y de seguros.,K64,6,Servicios,986.2499999999994,10,3,6,7,1.9851231861581997,1.9851231861581997,0.25001535756319315,0.3955382113767966,0.11646261907828283,0.27456441305898444,True,True,True,True,0.8205741626794258
C1920,Fabricación de productos de la refinación del petróleo.,C,Industrias manufactureras.,C19,3,Industrias manufactureras,733.083333333333,63,41,16,26,1.9895073163113217,3.6095357775546497,0.25056751466632876,0.3964117546467057,0.21176317582806153,0.4992385757670144,True,True,True,True,0.8181818181818182
C2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión.",C,Industrias manufactureras.,C28,3,Industrias manufactureras,26.0,20,16,7,9,1.9910820208631617,1.9910820208631617,0.2507658400520428,0.3967255164455828,0.1168122102277054,0.2753885855661071,True,True,True,True,0.8157894736842105
N8211,Actividades combinadas de servicios administrativos de oficina.,N,Actividades de servicios administrativos y de apoyo.,N82,6,Servicios,9653.166666666668,3322,2858,24,125,1.9993965770274464,2.1422756178307734,0.2518130127146199,0.3983822018828114,0.12568239139000992,0.2963003262072649,True,True,True,True,0.8133971291866029
K6512,Seguros generales.,K,Actividades financieras y de seguros.,K65,6,Servicios,2799.916666666668,226,111,16,21,2.0100874072737103,2.026770611176243,0.25315946404081685,0.40051236282356584,0.11890597787298544,0.280324710901068,True,True,True,True,0.8110047846889952
H5012,Transporte de carga marítimo y de cabotaje.,H,Transporte y almacenamiento.,H50,6,Servicios,1968.2500000000002,385,174,10,24,2.016761332846628,2.1070965068218013,0.25400000829524794,0.40184215061828826,0.12361851372563204,0.29143466747461555,True,True,True,True,0.8086124401913876
U9900,Actividades de organizaciones y órganos extraterritoriales.,U,Actividades de organizaciones y órganos extraterritoriales.,U99,7,Organizaciones extraterritoriales,599.4999999999999,103,77,16,23,2.0173408178500796,2.021343418171455,0.2540729912473139,0.40195761371064603,0.11858757692135273,0.2795740702998662,True,True,True,True,0.80622009569378
C2732,Fabricación de otros hilos y cables eléctricos.,C,Industrias manufactureras.,C27,3,Industrias manufactureras,186.58333333333326,9,7,4,5,2.0189083337863987,2.0189083337863987,0.25427041126640265,0.4022699431691298,0.11844471611193912,0.27923727129434656,True,True,True,True,0.8038277511961722
H5224,Manipulación de carga.,H,Transporte y almacenamiento.,H52,6,Servicios,7778.333333333335,1349,1197,21,88,2.0282861557809952,2.4267007195460004,0.2554514964179395,0.40413848561738525,0.1423689590087524,0.33563945219007923,True,True,True,True,0.8014354066985646
C2513,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central.",C,Industrias manufactureras.,C25,3,Industrias manufactureras,185.5833333333333,31,29,10,11,2.029098646879985,2.3561054818384495,0.2555538252074309,0.40430037545792247,0.1382272985137245,0.3258753528429526,True,True,True,True,0.7990430622009569
K6511,Seguros de vida.,K,Actividades financieras y de seguros.,K65,6,Servicios,2688.0,205,127,14,19,2.0359775085682505,2.0656624319214574,0.2564201800395196,0.40567099702310133,0.12118767169243883,0.28570387830496635,True,True,True,True,0.7966507177033493
C2610,Fabricación de componentes y tableros electrónicos.,C,Industrias manufactureras.,C26,3,Industrias manufactureras,202.91666666666666,61,51,13,17,2.0381934501844072,2.0381934501844072,0.25669926571005414,0.40611252608763576,0.11957612960839234,0.2819046154176303,True,True,True,True,0.7942583732057417
C2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario.,C,Industrias manufactureras.,C20,3,Industrias manufactureras,1335.2499999999993,162,114,15,40,2.0443363334352074,2.2792212404558985,0.2574729281019533,0.4073365030532266,0.13371667661393816,0.3152414149816258,True,True,True,True,0.7918660287081339
C2591,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia.",C,Industrias manufactureras.,C25,3,Industrias manufactureras,493.3333333333336,168,148,15,28,2.0718757574503557,3.0720105915923943,0.26094136723471906,0.41282376681260063,0.18022780743671354,0.42489291892454445,True,True,True,True,0.7894736842105263
J6020,Programación y transmisiones de televisión.,J,Información y comunicación.,J60,6,Servicios,1332.9166666666667,274,228,21,50,2.0776478835616854,2.1476229302678482,0.2616683348021156,0.41397386996682106,0.1259961059321572,0.29703991844565375,True,True,True,True,0.7870813397129187
K6430,Fondos y sociedades de inversión y entidades financieras similares.,K,Actividades financieras y de seguros.,K64,6,Servicios,577.0833333333331,324,278,9,15,2.1002268811084748,2.1492273033596927,0.2645120354774394,0.41847276271393663,0.1260902308174831,0.2972618209247349,True,True,True,True,0.784688995215311
H5110,Transporte de pasajeros por vía aérea.,H,Transporte y almacenamiento.,H51,6,Servicios,1833.3333333333335,151,64,17,29,2.1017305684239758,2.110737597776867,0.2647014166324577,0.41877237424202235,0.12383212817126746,0.29193827047917603,True,True,True,True,0.7822966507177034
A0311,Pesca marina.,A,"Agricultura, ganadería,  silvicultura y pesca.",A03,1,"Agricultura, ganadería, silvicultura y pesca",8431.500000000004,1623,1209,12,45,2.127864708605188,2.9920477325745707,0.2679928679880068,0.42397963348680123,0.17553657010940893,0.4138331743173413,True,True,True,True,0.7799043062200957
C2410,Industrias básicas de hierro y acero.,C,Industrias manufactureras.,C24,3,Industrias manufactureras,3195.7500000000005,332,277,22,51,2.1302000329810054,3.7418820462236266,0.2682869892611435,0.42444494971152535,0.21952762751645102,0.5175435232035351,True,True,True,True,0.777511961722488
M7320,Estudios de mercado y encuestas de opinión pública.,M,"Actividades profesionales, científicas y técnicas.",M73,6,Servicios,1379.9166666666665,812,758,22,87,2.161795926396797,2.3085146331493376,0.27226631842568044,0.4307404699370083,0.1354352526995709,0.31929301400956617,True,True,True,True,0.7751196172248804
C1073,"Elaboración de cacao, chocolate y productos de confitería.",C,Industrias manufactureras.,C10,3,Industrias manufactureras,3635.333333333332,843,730,24,111,2.168790035661407,2.319702149529068,0.27314718805675436,0.43213405472206723,0.13609159859671704,0.3208403708133185,True,True,True,True,0.7727272727272727
B0990,Actividades de apoyo para la explotación de otras minas y canteras.,B,Explotación de minas y canteras.,B09,2,Explotación de minas y canteras,2993.9999999999964,210,171,14,36,2.1729687168275476,2.2155856774753677,0.2736734699888681,0.4329666620312226,0.1299833242542912,0.3064399153461089,True,True,True,True,0.7703349282296651
C3311,Reparación de productos elaborados de metal.,C,Industrias manufactureras.,C33,3,Industrias manufactureras,1417.7499999999998,732,676,23,82,2.1818864557179323,2.552760009521977,0.274796610201466,0.4347435323608944,0.1497645680934276,0.353074841189726,True,True,True,True,0.7679425837320574
C2829,Fabricación de otros tipos de maquinaria de uso especial.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,340.6666666666666,141,122,14,26,2.183544404686278,2.8933615794755174,0.27500541976403264,0.43507388071109565,0.1697468801109162,0.4001837918046475,True,True,True,True,0.7655502392344498
E3900,Actividades de descontaminación y otros servicios de  gestión de desechos.,E,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.",E39,6,Servicios,54.3333333333333,27,24,10,15,2.1900159703261055,2.237625013159281,0.2758204778968059,0.43636334804281257,0.13127632147199106,0.3094881983486235,True,True,True,True,0.7631578947368421
C2011,Fabricación de substancias químicas básicas.,C,Industrias manufactureras.,C20,3,Industrias manufactureras,2030.083333333334,260,189,22,46,2.200007921326166,4.261952839842384,0.2770789092221025,0.43835425644299963,0.25003898678790265,0.5894750452343673,True,True,True,True,0.7607655502392344
C3320,Instalación de maquinaria y equipo industriales.,C,Industrias manufactureras.,C33,3,Industrias manufactureras,1833.7500000000005,650,593,21,68,2.2238666892889745,3.635036341991248,0.28008378994931976,0.4431081450034002,0.21325923538898398,0.5027655848493865,True,True,True,True,0.7583732057416268
C1103,Elaboración de bebidas malteadas y de malta.,C,Industrias manufactureras.,C11,3,Industrias manufactureras,789.166666666667,155,117,20,43,2.2245323369539345,2.270430811442006,0.28016762461516137,0.4432407761109512,0.13320096232833714,0.31402560177690125,True,True,True,True,0.7559808612440191
C2391,Fabricación de productos refractarios.,C,Industrias manufactureras.,C23,3,Industrias manufactureras,1388.083333333333,272,222,20,67,2.2370190451545753,2.2675453830222168,0.2817402569018318,0.44572876792027755,0.13303168086848882,0.31362651522850604,True,True,True,True,0.7535885167464115
C2750,Fabricación de aparatos de uso doméstico.,C,Industrias manufactureras.,C27,3,Industrias manufactureras,736.9166666666666,133,101,16,24,2.237444806476135,2.262084782030336,0.28179387920083504,0.44581360138188714,0.13271131994696503,0.31287125393452725,True,True,True,True,0.7511961722488039
C2013,Fabricación de plásticos y cauchos sintéticos en formas primarias.,C,Industrias manufactureras.,C20,3,Industrias manufactureras,3400.5000000000014,237,182,14,29,2.248066491339052,2.494884560325318,0.2831316220459352,0.4479299850208374,0.1463691483830672,0.34507002876800486,True,True,True,True,0.7488038277511961
C1420,Fabricación de artículos de piel.,C,Industrias manufactureras.,C14,3,Industrias manufactureras,110.49999999999996,74,64,8,16,2.2522711319024236,2.3923033802648273,0.28366117342149016,0.44876776477149205,0.14035094609653484,0.3308819211026491,True,True,True,True,0.7464114832535885
A0161,Actividades de apoyo a la agricultura.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",3595.25,1167,965,24,140,2.256661898327001,3.7214920256362167,0.284214166326551,0.4496426303265671,0.21833139182829428,0.5147233586546149,True,True,True,True,0.7440191387559809
B0899,Explotación de otras minas y canteras n.c.p.,B,Explotación de minas y canteras.,B08,2,Explotación de minas y canteras,182.33333333333326,38,20,8,19,2.2681975781730452,3.574266532874618,0.2856670218176124,0.451941128578532,0.20969401022816817,0.49436045055436834,True,True,True,True,0.7416267942583732
C2819,Fabricación de otros tipos de maquinaria de uso general.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,3823.1666666666697,999,878,22,72,2.2948660816964304,2.4332119152092058,0.2890257732999212,0.4572548603697313,0.14275095590726006,0.33654002230484376,True,True,True,True,0.7392344497607656
H5229,Otras actividades de apoyo al transporte.,H,Transporte y almacenamiento.,H52,6,Servicios,14567.083333333334,5074,4202,24,134,2.3091261596229,2.60381428951583,0.29082175175935626,0.4600961982556916,0.15275980546947537,0.3601362107401918,True,True,True,True,0.7368421052631579
C1621,Fabricación de hojas de madera para enchapado y tableros a base de madera.,C,Industrias manufactureras.,C16,3,Industrias manufactureras,1146.1666666666663,63,49,12,25,2.316882846993632,2.4009759532199597,0.29179866391272874,0.46164172765669864,0.14085974603779033,0.3320814335156522,True,True,True,True,0.7344497607655502
H5011,Transporte de pasajeros marítimo y de cabotaje.,H,Transporte y almacenamiento.,H50,6,Servicios,816.4999999999999,297,182,10,23,2.3273093697466285,4.010901036358012,0.2931118271624494,0.46371922500767215,0.23531035394436572,0.5547518141766082,True,True,True,True,0.7320574162679426
B0893,Extracción de sal.,B,Explotación de minas y canteras.,B08,2,Explotación de minas y canteras,104.83333333333323,31,25,6,10,2.3284710839863583,2.3284710839863583,0.293258138687627,0.463950697984119,0.1366060518460382,0.32205321108399115,True,True,True,True,0.7296650717703349
C2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico.",C,Industrias manufactureras.,C21,3,Industrias manufactureras,4117.0,395,259,19,48,2.3320254126412094,3.388965694018258,0.29370578685159787,0.4646589022953617,0.198822835501536,0.46873130249207806,True,True,True,True,0.7272727272727273
E3830,Recuperación de materiales.,E,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.",E38,6,Servicios,2419.916666666667,249,175,18,48,2.3389025364055898,4.445964544806619,0.2945719228017227,0.4660291775770908,0.260834530989202,0.6149258918728902,True,True,True,True,0.7248803827751196
J6201,Actividades de programación informática.,J,Información y comunicación.,J62,6,Servicios,7311.916666666667,3681,3463,24,102,2.3467073075144107,2.4711854834362983,0.29555489083769987,0.4675842877214455,0.14497877795997302,0.3417921852661785,True,True,True,True,0.722488038277512
K6492,Otras actividades de concesión de crédito.,K,Actividades financieras y de seguros.,K64,6,Servicios,459.83333333333337,32,9,12,24,2.3500387449716444,2.409783579234485,0.29597446708005976,0.4682480806902325,0.14137646923193062,0.33329962525507834,True,True,True,True,0.7200956937799043
C2733,Fabricación de dispositivos de cableado.,C,Industrias manufactureras.,C27,3,Industrias manufactureras,11.41666666666667,15,13,5,7,2.3552515999498054,2.3552515999498054,0.2966309975212825,0.46928674839035583,0.13817720322400726,0.32575725156782165,True,True,True,True,0.7177033492822966
E3822,Tratamiento y eliminación de desechos peligrosos.,E,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.",E38,6,Servicios,89.58333333333333,17,10,8,11,2.356451451747417,2.7127156381527806,0.2967821122623195,0.46952582032163637,0.15914879753397373,0.3751984673690625,True,True,True,True,0.715311004784689
J6391,Actividades de agencias de noticias.,J,Información y comunicación.,J63,6,Servicios,81.58333333333333,130,121,17,27,2.3677428598956003,2.651325744477794,0.2982042030752445,0.47177564714044506,0.15554719343596163,0.3667075685461806,True,True,True,True,0.7129186602870813
C2910,Fabricación de vehículos automotores.,C,Industrias manufactureras.,C29,3,Industrias manufactureras,3073.8333333333367,95,63,14,25,2.3740985592883206,2.392725755768554,0.2990046684908494,0.4730420279813794,0.1403757258974769,0.3309403402894682,True,True,True,True,0.7105263157894737
K6622,Actividades de los agentes y corredores de seguro.,K,Actividades financieras y de seguros.,K66,6,Servicios,4309.916666666667,917,794,22,40,2.379993583705442,2.4558555750083637,0.29974711442456636,0.47421661877263566,0.14407940743314807,0.33967188999225667,True,True,True,True,0.7081339712918661
C2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.",C,Industrias manufactureras.,C20,3,Industrias manufactureras,3825.416666666667,923,686,24,89,2.3820833789073284,2.6563935486245827,0.3000103126473651,0.4746330130105659,0.15584450986852671,0.3674085017077915,True,True,True,True,0.7057416267942583
G4791,Venta al por menor por correo y por internet.,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,4,Comercio,1592.1666666666667,2214,1966,24,136,2.394638983539485,2.521484789068348,0.3015916220610171,0.4771347325177409,0.14792972272379115,0.3487491335424542,True,True,True,True,0.7033492822966507
K6530,Fondos de pensión.,K,Actividades financieras y de seguros.,K65,6,Servicios,196.58333333333337,65,35,24,29,2.4012752705645695,2.5225829263040986,0.30242742594716254,0.47845702078598934,0.1479941479138623,0.34890101802382767,True,True,True,True,0.7009569377990431
B0721,Extracción de minerales de uranio y torio.,B,Explotación de minas y canteras.,B07,2,Explotación de minas y canteras,131.6666666666666,18,12,5,9,2.4019458802067493,2.5466401162126426,0.3025118855467702,0.4785906405735418,0.14940552800551038,0.35222839250272386,True,True,True,True,0.6985645933014354
C2816,Fabricación de equipo de elevación y manipulación.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,251.75,77,70,9,16,2.40560537484221,3.2141161414015977,0.3029727787881393,0.47931979933444185,0.18856481374027112,0.4445476824917858,True,True,True,True,0.6961722488038278
C2821,Fabricación de maquinaria agropecuaria y forestal.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,439.3333333333336,161,145,18,45,2.408922082584281,2.916996019222754,0.30339049990381034,0.4799806573895519,0.17113345842132224,0.4034526952774524,True,True,True,True,0.69377990430622
A0114,Cultivo de caña de azúcar.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",1608.8333333333333,579,451,18,55,2.4286690165070053,9.80987104729494,0.30587751772713306,0.4839152580120382,0.5755226088509041,1.3568132723780564,True,True,True,False,0.6913875598086124
A0112,Cultivo de arroz.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",2103.7500000000005,1268,1045,15,75,2.439029853152468,8.403146609158208,0.3071824081725378,0.4859796673261244,0.4929933161958267,1.1622477802283104,True,True,True,False,0.6889952153110048
H5120,Transporte de carga por vía aérea.,H,Transporte y almacenamiento.,H51,6,Servicios,1867.916666666667,152,74,11,19,2.4428046608621266,2.4649218468009706,0.3076578244619868,0.48673180235743163,0.1446113047811842,0.3409258552931143,True,True,True,True,0.6866028708133971
B0891,Extracción de minerales para la fabricación de abonos y productos químicos.,B,Explotación de minas y canteras.,B08,2,Explotación de minas y canteras,14.666666666666666,20,11,8,14,2.468207171314741,2.504122877930476,0.31085713107333335,0.4917932834881582,0.1469111392638729,0.34634778990071396,True,True,True,True,0.6842105263157895
C2599,Fabricación de otros productos elaborados de metal n.c.p.,C,Industrias manufactureras.,C25,3,Industrias manufactureras,2053.0,353,296,23,51,2.4749145062521216,2.7010893685874753,0.31170188305364277,0.49312972813941985,0.15846671099489804,0.37359042616460636,True,True,True,True,0.6818181818181818
C3030,Fabricación de aeronaves y naves especiales y maquinaria conexa.,C,Industrias manufactureras.,C30,3,Industrias manufactureras,22.08333333333333,29,25,7,11,2.4880425155004424,2.4880425155004424,0.3133552836834867,0.4957454999631665,0.1459677413239425,0.34412369856816427,True,True,True,True,0.6794258373205742
A0115,Cultivo de tabaco.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",3015.4999999999995,102,67,6,19,2.4953634538915717,2.9251802564949863,0.31427731564720507,0.4972042058495408,0.17161360882938173,0.4045846654839637,True,True,True,True,0.6770334928229665
C3220,Fabricación de instrumentos musicales.,C,Industrias manufactureras.,C32,3,Industrias manufactureras,64.75,68,60,15,23,2.5200841518239145,3.110610190275494,0.31739075171800507,0.5021298350056176,0.182492357258785,0.4302316687969128,True,True,True,True,0.6746411483253588
