codigo_clase,display_code,class_name,class_name_es,codigo_seccion,codigo_division,sector,gsector,gsector_label,plazas_equiv_estab_nat,fte_share_nat,plazas_equiv_estab_nat_pctile,n_estab_nat,wage_per_fte,wage_premium,wage_per_fte_pctile,wage_per_fte_pctile_gsector,fte_per_firm,fte_per_firm_premium,fte_per_firm_pctile,fte_per_firm_pctile_gsector,n_firms,quadrant
0124,A0124,Growing of pome fruits and stone fruits,Cultivo De Frutas Con Hueso Y Con Pepa.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",16.499999999999996,5.6327283599830854e-06,3.640776699029126,26,5589.134723926381,0.5640551991870626,3.4482758620689653,8.333333333333332,1.358333333333333,0.2466054806747656,5.172413793103448,2.7777777777777777,10.0,"few jobs, poorly paid"
0125,A0125,Growing of other tree and bush fruits and nuts,Cultivo De Otros Frutos Y Nueces De Árboles Y Arbustos.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1097.7500000000005,0.0003747471246770567,43.932038834951456,588,6026.340004527274,0.6081779344253588,13.30049261083744,25.0,3.7693401592719016,0.6843238835366466,38.91625615763547,44.44444444444444,293.0,"few jobs, poorly paid"
0126,A0126,Growing of oleaginous fruits,Cultivo De Frutos Oleaginosos.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",5608.41666666667,0.0019145871280566763,75.72815533980582,1520,6976.728588637785,0.704091103206335,31.773399014778324,63.888888888888886,6.987542087542089,1.268588595263906,59.35960591133005,72.22222222222221,990.0,"many jobs, poorly paid"
0127,A0127,Growing of beverage crops,Cultivo De Plantas Con Las Que Se Preparan Bebidas.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",3287.3333333333335,0.0011222215572960243,63.59223300970874,3878,6412.523483489819,0.6471515519723602,20.689655172413794,41.66666666666667,1.8685196136408435,0.3392298239058608,12.561576354679804,16.666666666666664,1691.0,"few jobs, poorly paid"
0128,A0128,"Growing of spices, aromatic, drug and pharmaceutical crops","Cultivo De Especias Y De Plantas Aromáticas, Medicinales Y Farmacéuticas.",A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",151.75000000000003,5.180403203802627e-05,14.320388349514563,173,6225.996786769048,0.6283272869887049,16.995073891625616,30.555555555555557,1.8563596491228072,0.3370221817746031,11.822660098522167,13.88888888888889,76.0,"few jobs, poorly paid"
0129,A0129,Growing of other perennial crops,Cultivo De Otras Plantas Perennes.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",777.5000000000001,0.0002654209878719303,36.407766990291265,298,5925.2709919244235,0.5979780546852456,10.83743842364532,19.444444444444446,3.1797480620155043,0.5772834104966783,30.78817733990148,27.77777777777778,172.0,"few jobs, poorly paid"
0130,A0130,Plant propagation,Propagación De Plantas.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1641.666666666667,0.000560428023695287,50.0,611,7557.960138099692,0.7627489623561726,43.103448275862064,80.55555555555556,5.03731884057971,0.9145254728784388,50.24630541871922,61.111111111111114,230.0,"many jobs, poorly paid"
0141,A0141,Raising of cattle and buffaloes,Cría De Ganado Bovino Y Búfalos.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",7392.25,0.0025235476496415134,79.85436893203884,5878,6041.510147682409,0.6097089045203247,13.546798029556651,27.77777777777778,2.1043076923076924,0.3820371606987573,16.748768472906402,19.444444444444446,3250.0,"few jobs, poorly paid"
0142,A0142,Raising of horses and other equines,Cría De Caballos Y Otros Equinos.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",301.83333333333366,0.00010303910161544829,22.0873786407767,32,6488.218673218674,0.654790706766256,22.413793103448278,47.22222222222222,3.3916666666666666,0.615757243157237,32.758620689655174,30.555555555555557,10.0,"few jobs, poorly paid"
0144,A0144,Raising of sheep and goats,Cría De Ovejas Y Cabras.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",39.00000000000001,1.3313721578141844e-05,6.067961165048544,41,6253.102641509427,0.6310628085049905,17.24137931034483,33.33333333333333,2.3555555555555583,0.42765122211084156,19.950738916256157,22.22222222222222,15.0,"few jobs, poorly paid"
0145,A0145,Raising of swine/pigs,Cría De Cerdos.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1651.4999999999993,0.0005637849022128523,50.48543689320388,1243,7116.6550167739615,0.7182124713952268,33.99014778325123,69.44444444444444,3.541746949261399,0.6430043255344728,34.72906403940887,33.33333333333333,519.0,"few jobs, poorly paid"
0146,A0146,Raising of poultry,Cría De Aves De Corral.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",10828.833333333328,0.0036967197952846556,84.46601941747572,1673,7359.397587130049,0.7427100395585499,38.669950738916256,75.0,7.899689561505628,1.4341890121446805,62.80788177339901,75.0,859.0,"many jobs, poorly paid"
0149,A0149,Raising of other animals,Cría De Otros Animales.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",322.91666666666663,0.00011023647674209322,23.54368932038835,295,6299.4742648401825,0.6357426304320745,18.472906403940886,36.11111111111111,1.7109375,0.31062078374869834,9.60591133004926,8.333333333333332,160.0,"few jobs, poorly paid"
0150,A0150,Mixed farming,Cultivo De Productos Agrícolas En Combinación Con La Cría De Animales (Explotación Mixta).,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",9121.416666666666,0.0031138462025185284,82.28155339805825,1488,6913.755405058965,0.6977358526422474,29.802955665024633,61.111111111111114,5.982617586912064,1.0861445048199432,55.91133004926109,69.44444444444444,652.0,"many jobs, poorly paid"
0161,A0161,Support activities for crop production,Actividades De Apoyo A La Agricultura.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",3595.25,0.0012273373718926783,66.2621359223301,1167,10811.40742799828,1.0910867015222054,72.16748768472905,97.22222222222221,5.521360759493671,1.0024033060665467,53.69458128078818,63.888888888888886,316.0,"many jobs, well paid"
0162,A0162,Support activities for animal production,Actividades De Apoyo A La Ganadería.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",716.0000000000005,0.0002444262730756298,34.46601941747573,405,5690.799193646914,0.5743151724299652,5.911330049261084,11.11111111111111,4.051980198019803,0.735637195890041,41.13300492610838,47.22222222222222,101.0,"few jobs, poorly paid"
0163,A0163,Post-harvest crop activities,Actividades Poscosecha.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",5275.166666666666,0.0018008230840588348,74.75728155339806,595,6643.842690859956,0.6704962749095978,24.38423645320197,50.0,8.069314641744548,1.4649844534552185,63.54679802955665,77.77777777777779,321.0,"many jobs, poorly paid"
0164,A0164,Seed processing for propagation,Tratamiento De Semillas Para Propagación.,A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1004.2500000000007,0.00034282833063715263,41.99029126213592,108,7486.445710508924,0.7555317298699388,40.88669950738916,77.77777777777779,4.669753086419752,0.8477938928900713,48.275862068965516,55.55555555555556,27.0,"few jobs, poorly paid"
0170,A0170,"Hunting, trapping and related service activities","Caza Ordinaria, Mediante Trampas Y Actividades De Servicios Conexas.",A,01,Primario,1,"Agricultura, ganadería, silvicultura y pesca",5.0,1.7068873818130565e-06,1.6990291262135921,2,4390.896,0.4431290065861541,0.49261083743842365,2.7777777777777777,5.0,0.9077502356126343,49.75369458128079,58.333333333333336,1.0,"few jobs, poorly paid"
0210,A0210,Silviculture and other forestry activities,Silvicultura Y Otras Actividades Forestales.,A,02,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1453.25,0.0004961068175239648,47.81553398058252,526,7761.173834350269,0.7832572785049083,46.05911330049261,83.33333333333334,8.16222879684418,1.4818530226919069,63.793103448275865,80.55555555555556,169.0,"many jobs, poorly paid"
0220,A0220,Logging,Extracción De Madera.,A,02,Primario,1,"Agricultura, ganadería, silvicultura y pesca",1999.0000000000007,0.0006824135752488603,53.15533980582524,269,8527.811364841395,0.8606263000663834,53.69458128078818,91.66666666666666,12.318693693693694,2.236459420578065,72.9064039408867,83.33333333333334,74.0,"many jobs, well paid"
0230,A0230,Gathering of non-wood forest products,Recolección De Productos Forestales Distintos De La Madera.,A,02,Primario,1,"Agricultura, ganadería, silvicultura y pesca",17.0833333333333,5.831865221194598e-06,3.8834951456310676,2,,,,,,,,,,
0240,A0240,Support services to forestry,Servicios De Apoyo A La Silvicultura.,A,02,Primario,1,"Agricultura, ganadería, silvicultura y pesca",81.83333333333337,2.7936056815673705e-05,9.466019417475728,94,6741.997475345164,0.6804020508925882,27.093596059113302,58.333333333333336,3.6214285714285737,0.6574705277937227,36.45320197044335,38.88888888888889,35.0,"few jobs, poorly paid"
0311,A0311,Marine fishing,Pesca Marina.,A,03,Primario,1,"Agricultura, ganadería, silvicultura y pesca",8431.500000000004,0.0028783241919513583,81.55339805825243,1623,12591.024222831504,1.2706855402099089,84.48275862068965,100.0,15.550387596899228,2.823173600990612,77.58620689655173,86.11111111111111,430.0,"many jobs, well paid"
0312,A0312,Freshwater fishing,Pesca De Agua Dulce.,A,03,Primario,1,"Agricultura, ganadería, silvicultura y pesca",962.4166666666666,0.0003285473728759831,40.53398058252427,82,6698.592815533981,0.676021654776775,26.354679802955665,55.55555555555556,3.5763888888888893,0.6492935713062594,35.467980295566505,36.11111111111111,24.0,"few jobs, poorly paid"
0321,A0321,Marine aquaculture,Acuicultura Marina.,A,03,Primario,1,"Agricultura, ganadería, silvicultura y pesca",34461.833333333336,0.011764493694162251,94.41747572815534,4880,8494.668880552046,0.8572815621953576,52.70935960591133,88.88888888888889,20.70871085677953,3.759667431895107,83.49753694581281,88.88888888888889,2097.0,"many jobs, well paid"
0322,A0322,Freshwater aquaculture,Acuicultura De Agua Dulce.,A,03,Primario,1,"Agricultura, ganadería, silvicultura y pesca",457.1666666666666,0.00015606640294377376,27.669902912621357,436,9790.41262967156,0.9880479571037201,63.793103448275865,94.44444444444444,23.99456521739134,4.356214445901942,85.22167487684729,94.44444444444444,92.0,"many jobs, well paid"
0510,B0510,Mining of hard coal,Extracción De Carbón De Piedra.,B,05,Primario,2,Explotación de minas y canteras,39.91666666666669,1.3626650931474242e-05,6.310679611650485,22,11504.531483253591,1.1610367468082365,77.33990147783251,46.15384615384615,15.239583333333329,2.766747072294341,77.0935960591133,76.92307692307693,8.0,"many jobs, well paid"
0520,B0520,Mining of lignite,Extracción De Lignito.,B,05,Primario,2,Explotación de minas y canteras,3.08333333333333,1.0525805521180504e-06,1.2135922330097086,11,5644.62,0.5696547704970324,4.679802955665025,7.6923076923076925,1.0,0.18155004712252687,1.477832512315271,7.6923076923076925,2.0,"few jobs, poorly paid"
0610,B0610,Extraction of crude petroleum,Extracción De Petróleo Crudo.,B,06,Primario,2,Explotación de minas y canteras,7521.476702677747,0.002567662735280304,80.09708737864078,57,20881.157648258606,2.1073253944164723,98.76847290640394,92.3076923076923,494.8911930484105,89.84751941846247,99.50738916256158,100.0,14.0,"many jobs, well paid"
0620,B0620,Extraction of natural gas,Extracción De Gas Natural.,B,06,Primario,2,Explotación de minas y canteras,384.3333333333329,0.00013120274341536347,25.728155339805824,53,18596.810769230768,1.876789220660185,97.04433497536947,84.61538461538461,5.261904761904762,0.9552990574780581,51.970443349753694,30.76923076923077,7.0,"many jobs, well paid"
0710,B0710,Mining of iron ores,Extracción De Minerales De Hierro.,B,07,Primario,2,Explotación de minas y canteras,435.3333333333329,0.00014861299470985664,26.941747572815533,41,17866.568983364145,1.8030932558414383,96.05911330049261,76.92307692307693,4.508333333333332,0.8184881291107251,46.79802955665024,23.076923076923077,20.0,"few jobs, well paid"
0721,B0721,Mining of uranium and thorium ores,Extracción De Minerales De Uranio Y Torio.,B,07,Primario,2,Explotación de minas y canteras,131.6666666666666,4.4948034387743796e-05,13.106796116504855,18,15717.039999999994,1.5861628974302389,93.10344827586206,69.23076923076923,12.442307692307697,2.258901547851441,73.64532019704434,61.53846153846154,13.0,"many jobs, well paid"
0729,B0729,Mining of other non-ferrous metal ores,Extracción De Otros Minerales Metalíferos No Ferrosos.,B,07,Primario,2,Explotación de minas y canteras,10347.33333333333,0.0035323465404160587,83.98058252427184,1143,12455.328224322739,1.2569911067692385,83.49753694581281,53.84615384615385,22.916908563134974,4.160565829539794,83.99014778325123,84.61538461538461,689.0,"many jobs, well paid"
0810,B0810,"Quarrying of stone, sand and clay","Extracción De Piedra, Arena Y Arcilla.",B,08,Primario,2,Explotación de minas y canteras,1736.8333333333333,0.0005929157801957954,50.970873786407765,525,10026.468828368506,1.0118707369707634,65.02463054187191,38.46153846153847,6.420931758530183,1.165720463331684,57.88177339901478,46.15384615384615,254.0,"many jobs, well paid"
0891,B0891,Mining of chemical and fertilizer minerals,Extracción De Minerales Para La Fabricación De Abonos Y Productos Químicos.,B,08,Primario,2,Explotación de minas y canteras,14.666666666666666,5.006869653318299e-06,3.3980582524271843,20,8363.719245283019,0.844066131497481,51.47783251231527,30.76923076923077,1.4722222222222223,0.2672820138192757,6.65024630541872,15.384615384615385,9.0,"few jobs, well paid"
0893,B0893,Extraction of salt,Extracción De Sal.,B,08,Primario,2,Explotación de minas y canteras,104.83333333333323,3.578773877201371e-05,11.407766990291263,31,6900.158331346843,0.6963636366374657,29.55665024630542,23.076923076923077,6.3560606060606055,1.1539431025439397,57.389162561576356,38.46153846153847,11.0,"many jobs, poorly paid"
0899,B0899,Other mining and quarrying n.e.c.,Explotación De Otras Minas Y Canteras N.C.P.,B,08,Primario,2,Explotación de minas y canteras,182.33333333333326,6.22444931901161e-05,16.2621359223301,38,6205.701998348474,0.6262791379476698,16.00985221674877,15.384615384615385,13.455555555555552,2.442856745170889,74.8768472906404,69.23076923076923,15.0,"many jobs, poorly paid"
0910,B0910,Support activities for petroleum and natural gas extraction,Actividades De Apoyo Para La Extracción De Petróleo Y Gas Natural.,B,09,Primario,2,Explotación de minas y canteras,6388.666666666672,0.0021809469039886045,77.18446601941747,307,26982.631028594114,2.7230857854027173,99.50738916256158,100.0,59.24705882352942,10.756306321282889,93.10344827586206,92.3076923076923,170.0,"many jobs, well paid"
0990,B0990,Support activities for other mining and quarrying,Actividades De Apoyo Para La Explotación De Otras Minas Y Canteras.,B,09,Primario,2,Explotación de minas y canteras,2993.9999999999964,0.001022084164229657,61.40776699029126,210,12920.520301080802,1.3039382680879195,86.20689655172413,61.53846153846154,8.69351230425056,1.5783075684969565,66.00985221674877,53.84615384615385,149.0,"many jobs, well paid"
1010,C1010,Processing and preserving of meat,Elaboración Y Conservación De Carne.,C,10,Secundario,3,Industrias manufactureras,5350.333333333337,0.0018264832910320924,75.0,1061,11217.70730676512,1.1320904651399328,74.63054187192118,74.43609022556392,46.77384020618555,8.491792893534528,90.88669950738915,87.96992481203007,388.0,"many jobs, well paid"
1020,C1020,"Processing and preserving of fish, crustaceans and molluscs","Elaboración Y Conservación De Pescados, Crustáceos Y Moluscos.",C,10,Secundario,3,Industrias manufactureras,34459.0,0.011763526457979222,94.1747572815534,532,8700.223905221472,0.8780261650920226,55.66502463054187,57.14285714285714,270.18253968253975,49.05165281104908,98.76847290640394,100.0,231.0,"many jobs, well paid"
1030,C1030,Processing and preserving of fruit and vegetables,"Elaboración Y Conservación De Frutas, Legumbres Y Hortalizas.",C,10,Secundario,3,Industrias manufactureras,6179.91666666667,0.0021096843557979086,76.69902912621359,1621,9133.515618046324,0.9217539432644252,58.86699507389162,59.3984962406015,20.860124610591903,3.7871566060347424,83.74384236453201,78.19548872180451,535.0,"many jobs, well paid"
1040,C1040,Manufacture of vegetable and animal oils and fats,Elaboración De Aceites Y Grasas De Origen Vegetal Y Animal.,C,10,Secundario,3,Industrias manufactureras,7238.916666666667,0.002471203103265913,79.12621359223301,159,13021.800629391386,1.3141594737987787,86.94581280788178,91.72932330827066,135.3348214285715,24.570043207675916,97.53694581280789,98.49624060150376,56.0,"many jobs, well paid"
1050,C1050,Manufacture of dairy products,Elaboración De Productos Lácteos.,C,10,Secundario,3,Industrias manufactureras,7027.583333333333,0.002399058663261281,78.39805825242718,1965,10416.20778231942,1.0512031728772835,68.7192118226601,70.67669172932331,10.89629388816645,1.9782226688575206,71.18226600985221,67.66917293233082,769.0,"many jobs, well paid"
1061,C1061,Manufacture of grain mill products,Elaboración De Productos De Molinería.,C,10,Secundario,3,Industrias manufactureras,4463.916666666667,0.0015238806063596667,71.35922330097088,789,10966.84816436279,1.106773772928184,73.15270935960592,72.93233082706767,19.653794037940372,3.5681472337245124,82.26600985221675,77.44360902255639,369.0,"many jobs, well paid"
1062,C1062,Manufacture of starches and starch products,Elaboración De Almidones Y Productos Derivados Del Almidón.,C,10,Secundario,3,Industrias manufactureras,189.16666666666703,6.457723927859409e-05,16.990291262135923,24,6888.078494623651,0.6951445401143709,29.310344827586203,27.06766917293233,4.650000000000003,0.8442077191197505,47.783251231527096,46.616541353383454,10.0,"few jobs, poorly paid"
1071,C1071,Manufacture of bakery products,Elaboración De Productos De Panadería.,C,10,Secundario,3,Industrias manufactureras,12607.833333333332,0.004304030325733742,85.19417475728154,9432,7394.002587872165,0.7462023745174665,39.16256157635468,37.59398496240601,3.841526778577139,0.6974293676731285,40.39408866995074,39.097744360902254,3753.0,"few jobs, poorly paid"
1072,C1072,Manufacture of sugar,Elaboración De Azúcar.,C,10,Secundario,3,Industrias manufactureras,1075.8333333333335,0.0003672652683201094,43.44660194174757,262,12113.262554682951,1.2224698563513954,81.77339901477832,83.45864661654136,118.87994350282486,21.582659344861185,96.79802955665025,96.99248120300751,59.0,"many jobs, well paid"
1073,C1073,"Manufacture of cocoa, chocolate and sugar confectionery","Elaboración De Cacao, Chocolate Y Productos De Confitería.",C,10,Secundario,3,Industrias manufactureras,3635.333333333332,0.0012410209190702125,66.50485436893204,843,14455.182213410539,1.4588162721800875,91.37931034482759,96.2406015037594,12.254130223517967,2.2247379195252677,72.66009852216749,68.42105263157895,343.0,"many jobs, well paid"
1074,C1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products","Elaboración De Macarrones, Fideos, Alcuzcuz Y Productos Farináceos Similares.",C,10,Secundario,3,Industrias manufactureras,3323.333333333333,0.001134511146445078,64.32038834951457,85,11593.749518296874,1.1700406264806995,78.32512315270937,78.94736842105263,54.21808510638296,9.843295905956998,92.61083743842364,92.4812030075188,47.0,"many jobs, well paid"
1075,C1075,Manufacture of prepared meals and dishes,Elaboración De Comidas Y Platos Preparados.,C,10,Secundario,3,Industrias manufactureras,1532.1666666666663,0.0005230471900335808,48.54368932038835,1803,6022.498237145853,0.6077902234517297,12.807881773399016,12.781954887218044,2.4817708333333344,0.45056561173897963,22.413793103448278,16.541353383458645,512.0,"few jobs, poorly paid"
1079,C1079,Manufacture of other food products n.e.c.,Elaboración De Otros Productos Alimenticios N.C.P.,C,10,Secundario,3,Industrias manufactureras,8793.5,0.0030019028383946223,82.03883495145631,1564,11174.291407004463,1.1277089346889762,74.38423645320196,73.68421052631578,10.714472822527831,1.9452130458229613,70.6896551724138,66.9172932330827,509.0,"many jobs, well paid"
1080,C1080,Manufacture of prepared animal feeds,Elaboración De Alimentos Preparados Para Animales.,C,10,Secundario,3,Industrias manufactureras,5582.916666666663,0.0019058820024094275,75.24271844660194,312,14316.629043284936,1.444833493121526,91.13300492610837,95.48872180451127,49.631034482758594,9.010516649084579,91.62561576354679,90.22556390977444,145.0,"many jobs, well paid"
1101,C1101,"Distilling, rectifying and blending of spirits","Destilación, Rectificación Y Mezcla De Bebidas Alcohólicas.",C,11,Secundario,3,Industrias manufactureras,420.74999999999994,0.00014363457317956868,26.21359223300971,294,8508.856981402008,0.8587134246295823,52.95566502463054,54.13533834586466,5.729508196721308,1.0401924831036573,54.43349753694581,52.63157894736842,122.0,"many jobs, well paid"
1102,C1102,Manufacture of wines,Elaboración De Vinos.,C,11,Secundario,3,Industrias manufactureras,999.5833333333334,0.00034123523574746024,41.50485436893204,99,9362.479445887448,0.9448609614163924,61.330049261083744,62.40601503759399,5.448113207547169,0.9891052095590496,53.20197044334976,50.37593984962406,53.0,"many jobs, well paid"
1103,C1103,Manufacture of malt liquors and malt,Elaboración De Bebidas Malteadas Y De Malta.,C,11,Secundario,3,Industrias manufactureras,789.166666666667,0.00026940372509616083,36.650485436893206,155,17028.01283102929,1.7184662105297632,94.58128078817734,98.49624060150376,16.958888888888886,3.0788870769234746,79.80295566502463,75.18796992481202,75.0,"many jobs, well paid"
1104,C1104,Manufacture of soft drinks; production of mineral waters and other bottled waters,Elaboración De Bebidas No Alcohólicas; Producción De Aguas Minerales Y Otras Aguas Embotelladas.,C,11,Secundario,3,Industrias manufactureras,2648.4166666666642,0.0009041097980233449,59.22330097087378,1277,12747.25366592049,1.2864522078594116,85.22167487684729,88.7218045112782,17.45843672456574,3.1695800100305638,80.29556650246306,75.93984962406014,403.0,"many jobs, well paid"
1200,C1200,Manufacture of tobacco products,Elaboración De Productos De Tabaco.,C,12,Secundario,3,Industrias manufactureras,9.583333333333334,3.271534148475025e-06,2.4271844660194173,7,,,,,,,,,,
1311,C1311,Preparation and spinning of textile fibres,Preparación E Hilatura De Fibras Textiles.,C,13,Secundario,3,Industrias manufactureras,709.4166666666674,0.00024217887135624276,33.980582524271846,63,7497.498195004022,0.7566471460571182,41.6256157635468,39.097744360902254,35.45714285714289,6.437245956544459,89.16256157635468,84.9624060150376,35.0,"many jobs, poorly paid"
1312,C1312,Weaving of textiles,Tejedura De Productos Textiles.,C,13,Secundario,3,Industrias manufactureras,2244.916666666667,0.0007663639863110322,54.85436893203883,336,10017.131844872547,1.0109284490593495,64.77832512315271,66.9172932330827,25.61853448275863,4.651046142554909,85.96059113300493,79.69924812030075,116.0,"many jobs, well paid"
1313,C1313,Finishing of textiles,Servicio De Acabado De Productos Textiles.,C,13,Secundario,3,Industrias manufactureras,632.1666666666665,0.0002158074613072307,32.76699029126214,729,6459.870922924248,0.6519298532122384,21.921182266009854,19.548872180451127,2.300608828006088,0.4176756411350066,19.21182266009852,13.533834586466165,219.0,"few jobs, poorly paid"
1391,C1391,Manufacture of knitted and crocheted fabrics,Fabricación De Tejidos De Punto Y Ganchillo.,C,13,Secundario,3,Industrias manufactureras,323.24999999999994,0.00011035026923421408,23.78640776699029,147,6025.662709580838,0.60810958185295,13.054187192118228,13.533834586466165,2.559386973180077,0.4646568255856244,23.645320197044335,18.045112781954884,87.0,"few jobs, poorly paid"
1392,C1392,"Manufacture of made-up textile articles, except apparel","Fabricación De Artículos Confeccionados De Materiales Textiles, Excepto Prendas De Vestir.",C,13,Secundario,3,Industrias manufactureras,2635.916666666667,0.0008998425795688133,58.98058252427184,1972,7300.50991016094,0.736767098118924,37.19211822660098,36.09022556390977,5.006012506012507,0.9088418063625294,50.0,47.368421052631575,693.0,"few jobs, poorly paid"
1393,C1393,Manufacture of carpets and rugs,Fabricación De Tapices Y Alfombras.,C,13,Secundario,3,Industrias manufactureras,117.66666666666656,4.0168749718667226e-05,12.62135922330097,78,7524.8578871201225,0.7594082848287745,42.857142857142854,40.6015037593985,3.387254901960781,0.6149562870669899,32.01970443349754,28.57142857142857,34.0,"few jobs, poorly paid"
1394,C1394,"Manufacture of cordage, rope, twine and netting","Fabricación De Cuerdas, Cordeles, Bramantes Y Redes.",C,13,Secundario,3,Industrias manufactureras,484.74999999999994,0.0001654827316667758,28.398058252427184,70,6578.000576923078,0.6638514920360383,23.891625615763548,21.804511278195488,8.666666666666664,1.5734337417285658,65.76354679802957,62.40601503759399,30.0,"many jobs, poorly paid"
1399,C1399,Manufacture of other textiles n.e.c.,Fabricación De Otros Productos Textiles N.C.P.,C,13,Secundario,3,Industrias manufactureras,903.5833333333336,0.0003084629980166496,39.56310679611651,550,6673.837594173782,0.673523359064655,25.12315270935961,22.55639097744361,3.072530864197531,0.55781812318048,30.049261083743843,27.06766917293233,216.0,"few jobs, poorly paid"
1410,C1410,"Manufacture of wearing apparel, except fur apparel","Fabricación De Prendas De Vestir, Excepto Prendas De Piel.",C,14,Secundario,3,Industrias manufactureras,16990.75,0.005800259356508038,88.83495145631069,20220,6395.468796268295,0.6454303937836643,20.44334975369458,17.293233082706767,2.584596770739646,0.46923366552051354,23.891625615763548,18.796992481203006,7783.0,"few jobs, poorly paid"
1420,C1420,Manufacture of articles of fur,Fabricación De Artículos De Piel.,C,14,Secundario,3,Industrias manufactureras,110.49999999999996,3.772221113806853e-05,12.135922330097088,74,5824.910309555855,0.5878496595972517,8.620689655172415,6.7669172932330826,2.063888888888889,0.37469912503343744,15.763546798029557,9.022556390977442,30.0,"few jobs, poorly paid"
1430,C1430,Manufacture of knitted and crocheted apparel,Fabricación De Artículos De Punto Y Ganchillo.,C,14,Secundario,3,Industrias manufactureras,605.0833333333335,0.0002065618213224101,32.28155339805826,171,7345.79345862973,0.7413371115848933,38.42364532019704,36.84210526315789,12.365740740740737,2.2450008141864313,73.15270935960592,69.17293233082707,90.0,"many jobs, poorly paid"
1511,C1511,Tanning and dressing of leather; dressing and dyeing of fur,Curtido Y Adobo De Cueros; Adobo Y Teñido De Pieles.,C,15,Secundario,3,Industrias manufactureras,286.3333333333333,9.77477507318277e-05,21.35922330097087,63,7750.714224598932,0.7822016952074698,45.320197044334975,44.3609022556391,8.611842105263156,1.563480340022287,65.51724137931035,61.65413533834586,38.0,"many jobs, poorly paid"
1512,C1512,"Manufacture of luggage, handbags and the like, saddlery and harness","Fabricación De Maletas, Bolsos De Mano Y Artículos Similares, Artículos De Talabartería Y Guarnicionería.",C,15,Secundario,3,Industrias manufactureras,520.25,0.00017760163207764852,29.85436893203883,558,6005.3192875318055,0.6060565247085424,12.31527093596059,11.278195488721805,1.8625592417061614,0.3381477181002515,12.31527093596059,6.015037593984962,211.0,"few jobs, poorly paid"
1520,C1520,Manufacture of footwear,Fabricación De Calzado.,C,15,Secundario,3,Industrias manufactureras,2323.333333333333,0.0007931336700824668,55.8252427184466,1708,7562.398856125774,0.7631969175592596,43.34975369458128,41.35338345864661,6.76364365971108,1.2279398251405267,59.11330049261084,56.390977443609025,623.0,"many jobs, poorly paid"
1610,C1610,Sawmilling and planing of wood,Aserrado Y Acepilladura De Madera.,C,16,Secundario,3,Industrias manufactureras,735.8333333333336,0.00025119692635682157,35.19417475728155,568,9302.462036553521,0.9388040074425298,60.83743842364532,61.65413533834586,10.430283224400876,1.8936184108912806,69.95073891625616,65.41353383458647,153.0,"many jobs, well paid"
1621,C1621,Manufacture of veneer sheets and wood-based panels,Fabricación De Hojas De Madera Para Enchapado Y Tableros A Base De Madera.,C,16,Secundario,3,Industrias manufactureras,1146.1666666666663,0.00039127548415761283,44.1747572815534,63,12246.636202820202,1.2359299183077321,82.26600985221675,84.21052631578947,79.96614583333334,14.517857544248525,94.82758620689656,93.98496240601504,32.0,"many jobs, well paid"
1622,C1622,Manufacture of builders' carpentry and joinery,Fabricación De Partes Y Piezas De Carpintería Para Edificios Y Construcciones.,C,16,Secundario,3,Industrias manufactureras,2462.3333333333335,0.00084058513929687,57.28155339805825,3017,5824.122125847048,0.5877701161364429,8.374384236453201,6.015037593984962,2.162897822445561,0.39267420158620236,17.733990147783253,10.526315789473683,1194.0,"few jobs, poorly paid"
1623,C1623,Manufacture of wooden containers,Fabricación De Recipientes De Madera.,C,16,Secundario,3,Industrias manufactureras,235.6666666666667,8.045129192945541e-05,19.66019417475728,188,6958.883968889935,0.7022902250662532,31.03448275862069,28.57142857142857,4.3119918699187005,0.7828423271756928,44.33497536945813,43.609022556390975,82.0,"few jobs, poorly paid"
