hs_code,export_value,import_value,national_export_share,year
230800,670262,1010689,1.941786093019381e-05,2024
847150,669302,27821912,1.939004919912001e-05,2024
210230,665169,509543,1.927031390273667e-05,2024
540720,657681,1145530,1.9053382400361043e-05,2024
030739,649603,0,1.8819358271596313e-05,2024
590390,647368,4049991,1.8754609085190125e-05,2024
842720,646340,15029099,1.87248273564986e-05,2024
721790,645883,932203,1.8711587813685345e-05,2024
847982,645853,8879032,1.8710718697089287e-05,2024
620211,641465,116966,1.858359590963947e-05,2024
841939,640302,1799362,1.854990315626569e-05,2024
200490,640133,214887,1.8545007132774575e-05,2024
960200,638909,1562687,1.850954717565548e-05,2024
940600,635980,6564796,1.8424692425327198e-05,2024
560312,635500,5115064,1.8410786559790297e-05,2024
150790,633154,17259833,1.8342821641978703e-05,2024
630120,625793,15579,1.8129569399859716e-05,2024
200110,622947,138512,1.8047119205447185e-05,2024
620193,622720,3018935,1.804054288987036e-05,2024
843041,620886,4564811,1.7987410895298125e-05,2024
050800,618250,21201,1.7911044517057987e-05,2024
380891,616264,63260415,1.785350899839907e-05,2024
340290,615208,36549429,1.782291609421789e-05,2024
481940,612661,7349952,1.774912809521272e-05,2024
110412,606044,12434529,1.7557429944675926e-05,2024
620343,605660,3775962,1.7546305252246407e-05,2024
071022,601862,75039,1.7436275091185695e-05,2024
200969,594290,953218,1.7216910062341112e-05,2024
854370,594245,33467986,1.7215606387447027e-05,2024
842199,593841,15069467,1.720390228395347e-05,2024
401519,593320,10794369,1.7188808625735296e-05,2024
700729,590505,3052662,1.7107256518472022e-05,2024
730840,590206,2722563,1.709859432306466e-05,2024
470790,588703,6425951,1.7055051581602246e-05,2024
300230,587063,17523477,1.7007539874351175e-05,2024
903089,584694,900689,1.6938908633815937e-05,2024
030219,583533,0,1.6905273821548563e-05,2024
721310,582923,89419,1.688760178409542e-05,2024
190190,580783,2647722,1.682560480024341e-05,2024
051199,579626,20025324,1.6792085870188846e-05,2024
262190,577466,8446,1.67295094752728e-05,2024
310590,575891,45083974,1.668388085397985e-05,2024
440910,568417,112877,1.646735493934905e-05,2024
070960,568077,187699,1.6457504951260413e-05,2024
842612,567153,605870,1.6430736160101882e-05,2024
390750,565417,469059,1.6380443279743433e-05,2024
120710,562568,667587,1.6297906173671294e-05,2024
300660,562104,14736405,1.6284463836985627e-05,2024
841720,562043,573729,1.628269663324031e-05,2024
030619,559171,0,1.619949320444453e-05,2024
180200,557963,0,1.616449677617667e-05,2024
853650,556950,13958805,1.6135149605783173e-05,2024
551513,554121,353259,1.6053191910775073e-05,2024
081340,553022,231620,1.6021353272806216e-05,2024
611596,552795,2874025,1.601477695722939e-05,2024
200540,551832,15787,1.5986878314495985e-05,2024
610230,549108,815932,1.5907962527574085e-05,2024
010649,545799,0,1.5812098967029088e-05,2024
210330,545213,414298,1.579512222285279e-05,2024
110422,544783,1184707,1.5782664884975983e-05,2024
390110,544606,88374380,1.5777537097059253e-05,2024
310290,542604,14229732,1.57195380495491e-05,2024
844230,542472,625434,1.5715713936526455e-05,2024
843699,541894,11144010,1.569896895677577e-05,2024
081120,541262,156686,1.568065956715219e-05,2024
210310,540714,378859,1.5664783703997563e-05,2024
830910,539093,1638674,1.5617822437257325e-05,2024
441810,530954,2643,1.5382031104747283e-05,2024
190410,530778,8403467,1.5376932287383753e-05,2024
090210,519696,171770,1.5055880616800596e-05,2024
611521,519210,143538,1.5041800927944486e-05,2024
330290,514301,33055310,1.4899584482276491e-05,2024
030355,511262,147209,1.4811542971095998e-05,2024
220300,504575,9172627,1.4617816881835074e-05,2024
903180,502256,14594356,1.4550634168959931e-05,2024
391510,501750,158620,1.4535975069039783e-05,2024
851770,500062,13248188,1.448707277523502e-05,2024
190211,499690,414958,1.4476295729443924e-05,2024
190490,497866,410259,1.4423453440403708e-05,2024
850790,489837,5467331,1.4190848868745869e-05,2024
611595,489783,981835,1.4189284458872968e-05,2024
681181,489620,3345061,1.4184562258701063e-05,2024
842911,488917,6796345,1.4164195959800146e-05,2024
701931,487893,1236653,1.4134530113321428e-05,2024
160540,484596,0,1.4039014199414853e-05,2024
940370,484488,5443827,1.403588537966905e-05,2024
441890,479832,887279,1.390099848396113e-05,2024
140190,474567,2517,1.3748468521353268e-05,2024
847180,473833,3360095,1.3727204135303094e-05,2024
130219,473389,6383474,1.3714341209681462e-05,2024
030624,473365,0,1.3713645916404617e-05,2024
741300,472193,879896,1.3679692428052022e-05,2024
903190,472121,2048761,1.3677606548221488e-05,2024
290723,471369,0,1.3655820692213678e-05,2024
731412,470579,104985,1.36329339551842e-05,2024
900190,467734,242329,1.355051273132487e-05,2024
490290,466261,504924,1.350783910645851e-05,2024
860900,465088,28049730,1.3473856647552715e-05,2024
030629,464466,0,1.3455836963461149e-05,2024
360500,462711,77533,1.3404993642591863e-05,2024
721491,461975,309338,1.3383671315435284e-05,2024
850590,461042,881890,1.3356641789297935e-05,2024
901420,458509,760383,1.3283259378037592e-05,2024
902730,457391,3577828,1.3250870299557898e-05,2024
850300,457296,29784631,1.324811809700372e-05,2024
940490,456989,4933729,1.3239224137170744e-05,2024
851140,453277,8038078,1.3131685443685393e-05,2024
843930,453107,1289670,1.3126760449641074e-05,2024
151590,451986,1276526,1.3094284459501774e-05,2024
220830,451942,12507516,1.3093009755160892e-05,2024
970300,450735,51036,1.305804229744623e-05,2024
721012,450486,11358083,1.3050828629698964e-05,2024
621430,449602,298793,1.3025218660668509e-05,2024
841990,449499,6132322,1.3022234693688717e-05,2024
020890,446346,34808,1.293089053944321e-05,2024
030323,442140,0,1.2809040392676133e-05,2024
391910,439981,15155957,1.2746492968313288e-05,2024
851712,438572,413029508,1.270567345885185e-05,2024
390521,438476,2178504,1.2702892285744469e-05,2024
220870,436938,4618126,1.2658335574919989e-05,2024
848310,434178,12060193,1.257837684808282e-05,2024
940390,433008,5210354,1.2544481300836627e-05,2024
731100,430468,2631508,1.2470896095703871e-05,2024
620333,429180,1714148,1.2433582023179858e-05,2024
090300,427682,153828,1.2390184134483453e-05,2024
550931,421347,48590,1.2206655679949588e-05,2024
870899,417923,109584508,1.2107460505786374e-05,2024
730729,414627,2302482,1.2011973562433e-05,2024
847170,413014,19663203,1.196524406011838e-05,2024
720915,410300,204097,1.1886617978728495e-05,2024
841229,408525,3302065,1.1835195246795171e-05,2024
030771,406982,0,1.179049368320468e-05,2024
