id_code,id_name,codigo_clase,class_name,sector,intensity,density,density_cont,density_noself,density_cont_noself,density_dir,M,rca,state
01,AZUAY,0721,Mining of uranium and thorium ores,Primario,5.0,0.9995754770553619,0.808490957586523,0.991196042411446,0.6130322957984111,0.6166837338211952,1,4.506407146899507,specialized
01,AZUAY,4762,Retail sale of music and video recordings in specialized stores,Terciario,3.0,0.9995443901273114,0.5815876291434942,0.6503804605085469,0.5062311292959537,0.5814244933186361,1,1.3905484910432764,specialized
01,AZUAY,6614,"Advisory, management and operation services for virtual markets",Terciario,1.0,0.9989692867645927,0.6185245565389138,0.0,0.4908048884931954,0.6186563347167023,1,1.6223065728838224,specialized
01,AZUAY,1200,Manufacture of tobacco products,Secundario,1.0,0.99824686692179,0.6681662597641439,0.6816284219264304,0.38461977728020214,0.5473664968061059,1,2.027883216104778,specialized
01,AZUAY,2513,"Manufacture of steam generators, except central heating hot water boilers",Secundario,4.0,0.9967199439234347,0.668911782423628,0.431420883395165,0.5268157430334433,0.4699712061835499,1,2.027883216104778,specialized
01,AZUAY,0893,Extraction of salt,Primario,2.0,0.9950999409932083,0.5115270046390665,0.4977835052100465,0.5247691460305486,0.44405136904911086,1,1.0466494018605306,specialized
01,AZUAY,0124,Growing of pome fruits and stone fruits,Primario,2.0,0.9934382513546265,0.5530853251274483,0.22467772509735598,0.3116703305321454,0.5162278354890179,1,1.2479281329875556,specialized
01,AZUAY,3092,Manufacture of bicycles and invalid carriages,Secundario,2.0,0.9908208255907215,0.6268273605271912,0.9176944862335621,0.6919222350411698,0.614403400289658,1,1.6223065728838224,specialized
01,AZUAY,7830,Other human resources provision,Terciario,5.0,0.9901343445500078,0.5818739309410422,0.12215671702055522,0.47578782450629264,0.47961871945100437,1,1.398540149037778,specialized
01,AZUAY,3020,Manufacture of railway locomotives and rolling stock,Secundario,4.0,0.9885750077462838,0.5244942171079737,0.6529366435367258,0.5454824677379212,0.435198447558178,1,1.099868862972083,specialized
01,AZUAY,2670,Manufacture of optical instruments and photographic equipment,Secundario,10.0,0.9876561910725233,0.6128738708269832,0.8244704312024377,0.5983349267472388,0.6550611946690956,1,1.5904966400821787,specialized
01,AZUAY,2826,"Manufacture of machinery for textile, apparel and leather production",Secundario,7.0,0.9864164178124649,0.6164597233394543,0.0690450289781714,0.46811090032248764,0.6174109261360964,1,1.6223065728838226,specialized
01,AZUAY,1393,Manufacture of carpets and rugs,Secundario,9.0,0.9863034452573302,0.6407533603118898,0.7564197890607093,0.5521968700665516,0.5648299308238742,1,1.8250948944943004,specialized
01,AZUAY,4723,Retail sale of tobacco products in specialized stores,Terciario,5.0,0.9826777483500833,0.5395398569469123,0.7633423526295221,0.4833548267959413,0.49848415028633586,1,1.1928724800616342,specialized
01,AZUAY,2432,Casting of non-ferrous metals,Secundario,6.0,0.9818563830893681,0.6392841810351924,0.6724098817738772,0.5727756878364106,0.6156331759452217,1,1.8025628587598028,specialized
01,AZUAY,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,Secundario,9.0,0.9814871710534396,0.7110954041556843,0.5651584267456294,0.5283318800735944,0.6909474540633948,1,2.561536694027088,specialized
01,AZUAY,0142,Raising of horses and other equines,Primario,3.0,0.9803697930840684,0.5992857104952025,0.2907555023656433,0.45762228106939973,0.5014426764962425,1,1.5209124120785835,specialized
01,AZUAY,2733,Manufacture of wiring devices,Secundario,2.0,0.979666298856814,0.6766392162759168,0.031143687108802373,0.3401790817910083,0.497107458938855,1,2.163075430511763,specialized
01,AZUAY,0510,Mining of hard coal,Primario,3.0,0.9792234922579017,0.6752594884135692,0.7279432169599857,0.5128201865330732,0.6319022140225007,1,2.212236235750667,specialized
01,AZUAY,9312,Activities of sports clubs,Terciario,44.0,0.978766211767756,0.5609607835857925,0.7112133825169608,0.5237079290931124,0.5519514178670964,1,1.2931429204146412,specialized
01,AZUAY,9492,Activities of political organizations,Terciario,9.0,0.9787561773258576,0.6023182392691356,0.31978694776952254,0.49364801809312825,0.5258013170682573,1,1.536922016416253,specialized
01,AZUAY,2392,Manufacture of clay building materials,Secundario,71.0,0.9752338200508599,0.7739434199895072,0.7669503286262603,0.5921716798297987,0.7286306712080712,1,3.8913434687416006,specialized
01,AZUAY,2910,Manufacture of motor vehicles,Secundario,8.0,0.9742902529531235,0.5811220883374507,0.8366118722772778,0.6011986145293585,0.564805303398425,1,1.3661529034811135,specialized
01,AZUAY,0710,Mining of iron ores,Primario,4.0,0.974173761802176,0.6148477561398463,0.7930300424771067,0.6693232589205865,0.611783377252826,1,1.5450538789369739,specialized
01,AZUAY,2393,Manufacture of other porcelain and ceramic products,Secundario,266.0,0.9726796195857743,0.748903088796164,0.784357882764658,0.5672495789872236,0.6165924458587915,1,3.449508780072716,specialized
01,AZUAY,2750,Manufacture of domestic appliances,Secundario,33.0,0.9723438836514906,0.7868071710225698,0.3119897011775763,0.47635530822811634,0.7567787355901483,1,3.995232604863145,specialized
01,AZUAY,1391,Manufacture of knitted and crocheted fabrics,Secundario,14.0,0.9668570071727969,0.5951157561259328,0.45817928089355786,0.4610181499100969,0.6023880530074394,1,1.5243149006962091,specialized
01,AZUAY,3091,Manufacture of motorcycles,Secundario,5.0,0.9652552896834806,0.6901521106616199,0.8243064390487779,0.5548737821919719,0.6106271343020238,1,2.616623504651326,specialized
01,AZUAY,3212,Manufacture of imitation jewellery and related articles,Secundario,43.0,0.9637900346471165,0.641271594426027,0.764335417207427,0.6010943347082491,0.5911065564691598,1,1.8454810220636078,specialized
01,AZUAY,2818,Manufacture of power-driven hand tools,Secundario,5.0,0.9590497112718481,0.5578129689950095,0.37708724640620767,0.48622794859292817,0.4500460146892226,1,1.2875448991141447,specialized
01,AZUAY,6411,Central banking,Terciario,1.0,0.9579373105750562,0.5955319137496411,0.7596993511551218,0.4865484396078456,0.6118414631878774,1,1.6223065728838224,specialized
01,AZUAY,1312,Weaving of textiles,Secundario,30.0,0.9565448814381626,0.5796404481474666,0.6931526493291602,0.5417760368486302,0.5812771904470885,1,1.4148022437940313,specialized
01,AZUAY,2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),Secundario,2.0,0.9556429814256918,0.6602903449577527,0.15291283823418902,0.48934715898341485,0.4790911706591033,1,2.027883216104778,specialized
01,AZUAY,9800,,,14.0,0.9555816912554259,0.6089989950464673,0.168762528079724,0.4079983687015481,0.45220120166187133,1,1.6339778431923393,specialized
01,AZUAY,2591,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Secundario,19.0,0.9545463313014593,0.6318086460661765,0.3582129235637954,0.4472090370263326,0.42786179382338374,1,1.8238949635971968,specialized
01,AZUAY,1103,Manufacture of malt liquors and malt,Secundario,14.0,0.9541691415028598,0.579696185265064,0.4798362434118656,0.4915395233862067,0.5387847123347931,1,1.4284460390172022,specialized
01,AZUAY,2310,Manufacture of glass and glass products,Secundario,34.0,0.9513735179377719,0.5448450253130408,0.6551275155119519,0.5650990105021015,0.5610196956455066,1,1.1811225584164875,specialized
01,AZUAY,0891,Mining of chemical and fertilizer minerals,Primario,2.0,0.9497606712691329,0.6008153505196321,0.4966287466911143,0.43989919758111934,0.5485563247723864,1,1.6223065728838224,specialized
01,AZUAY,1512,"Manufacture of luggage, handbags and the like, saddlery and harness",Secundario,42.0,0.9478580142337222,0.5423342968851653,0.6489507390451024,0.5249295499364905,0.5196642558136573,1,1.1995928884000095,specialized
01,AZUAY,3211,Manufacture of jewellery and related articles,Secundario,269.0,0.945774349474732,0.7799736073323172,0.7258634354471251,0.5624117995308168,0.6725689113145457,1,5.010338324979887,specialized
01,AZUAY,1420,Manufacture of articles of fur,Secundario,9.0,0.9453195180733757,0.6439608178981535,0.31332222733382564,0.4164166109508522,0.5604381416323925,1,1.9730755616154596,specialized
01,AZUAY,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",Secundario,8.0,0.9447586415419384,0.5930626063243586,0.23114540220306865,0.44848406029330673,0.5537423389275961,1,1.5268767744788916,specialized
01,AZUAY,9524,Repair of furniture and home furnishings,Terciario,45.0,0.9433803499020006,0.6713895940056671,0.3908291709277271,0.45787415739871534,0.6101757837335631,1,2.260179435906254,specialized
01,AZUAY,2420,Manufacture of basic precious and other non-ferrous metals,Secundario,34.0,0.9431490343033576,0.6896007229990421,0.7055667910066779,0.4922004373845419,0.6442233152735055,1,2.799919973505074,specialized
01,AZUAY,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Secundario,49.0,0.9428214740929752,0.5549810325449293,0.6477663914342927,0.5400573300593248,0.5696686680399623,1,1.2617940011318618,specialized
01,AZUAY,1520,Manufacture of footwear,Secundario,215.0,0.9396003814408904,0.6381068313305105,0.6343401041344168,0.4937782968469465,0.5857329371602007,1,1.999976566341868,specialized
01,AZUAY,6621,Risk and damage evaluation,Terciario,12.0,0.938284858690166,0.5322774733792137,0.6532622172387615,0.5114941165178793,0.5295141504586318,1,1.1587904092027304,specialized
01,AZUAY,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Secundario,8.0,0.9355550169112437,0.5393195711489731,0.4706702936135207,0.42515353734303635,0.5409130068264307,1,1.2479281329875556,specialized
01,AZUAY,1399,Manufacture of other textiles n.e.c.,Secundario,49.0,0.9349425057911485,0.5745646091665413,0.5872140213348727,0.502772010215418,0.43795291219396804,1,1.4271637714776892,specialized
01,AZUAY,2640,Manufacture of consumer electronics,Secundario,6.0,0.9338978575561441,0.6663705090721235,0.5018322073882305,0.42286076373703263,0.6617943406480247,1,2.3741071798299838,specialized
