hs_edition,hs_code,description,parent_code
2007,847950,"Machinery and mechanical appliances; industrial robots, n.e.c. or included",8479
2007,847960,Machinery and mechanical appliances; evaporative air coolers,8479
2007,847981,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders",8479
2007,847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",8479
2007,847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter",8479
2007,847990,"Machines and mechanical appliances; parts, of those having individual functions",8479
2007,848010,Moulding boxes; for metal foundry,8480
2007,848020,"Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics",8480
2007,848030,"Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics",8480
2007,848041,"Moulds; for metal or metal carbides, injection or compression types",8480
2007,848049,"Moulds; for metal or metal carbides, other than injection or compression types",8480
2007,848050,Moulds; for glass,8480
2007,848060,Moulds; for mineral materials,8480
2007,848071,"Moulds; for rubber or plastics, injection or compression types",8480
2007,848079,"Moulds; for rubber or plastics, other than injection or compression types",8480
2007,848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",8481
2007,848120,Valves; for oleohydraulic or pneumatic transmissions,8481
2007,848130,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like",8481
2007,848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like",8481
2007,848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves",8481
2007,848190,"Taps, cocks, valves and similar appliances; parts thereof",8481
2007,848210,Ball bearings,8482
2007,848220,"Bearings; tapered roller bearings, including cone and tapered roller assemblies",8482
2007,848230,Bearings; spherical roller bearings,8482
2007,848240,Bearings; needle roller bearings,8482
2007,848250,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482,8482
2007,848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",8482
2007,848291,"Bearings; parts, balls, needles and rollers",8482
2007,848299,"Bearings; parts, (other than balls, needles and rollers)",8482
2007,848310,Transmission shafts (including cam shafts and crank shafts) and cranks,8483
2007,848320,"Bearing housings, incorporating ball or roller bearings",8483
2007,848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings",8483
2007,848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",8483
2007,848350,"Pulleys and flywheels, including pulley blocks",8483
2007,848360,Clutches and shaft couplings (including universal joints),8483
2007,848390,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts",8483
2007,848410,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal,8484
2007,848420,Seals; mechanical,8484
2007,848490,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings",8484
2007,848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers,8486
2007,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,8486
2007,848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays,8486
2007,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",8486
2007,848690,Machines and apparatus of heading 8486; parts and accessories,8486
2007,848710,Ships' or boats' propellers and blades therefor,8487
2007,848790,"Machinery parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84",8487
2007,850110,Electric motors; of an output not exceeding 37.5W,8501
2007,850120,Electric motors; universal AC/DC of an output exceeding 37.5W,8501
2007,850131,"Electric motors and generators; DC, of an output not exceeding 750W",8501
2007,850132,"Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW",8501
2007,850133,"Electric motors and generators; DC, of an output exceeding 75kW but not exceeding 375kW",8501
2007,850134,"Electric motors and generators; DC, of an output exceeding 375kW",8501
2007,850140,"Electric motors; AC motors, single-phase",8501
2007,850151,"Electric motors; AC motors, multi-phase, of an output not exceeding 750W",8501
2007,850152,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW",8501
2007,850153,"Electric motors; AC motors, multi-phase, of an output exceeding 75kW",8501
2007,850161,"Generators; AC generators, (alternators), of an output not exceeding 75kVA",8501
2007,850162,"Electric generators; AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA",8501
2007,850163,"Electric generators; AC generators, (alternators), of an output exceeding 375kVA but not exceeding 750kVA",8501
2007,850164,"Electric generators; AC generators, (alternators), of an output exceeding 750kVA",8501
2007,850211,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA",8502
2007,850212,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA",8502
2007,850213,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA",8502
2007,850220,Electric generating sets; with spark-ignition internal combustion piston engines,8502
2007,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",8502
2007,850239,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered",8502
2007,850240,Electric rotary converters,8502
2007,850300,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502,8503
2007,850410,Discharge lamps or tubes; ballasts therefor,8504
2007,850421,"Electrical transformers; liquid dielectric, having a power handling capacity not exceeding 650kVA",8504
2007,850422,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",8504
2007,850423,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 10,000kVA",8504
2007,850431,"Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA",8504
2007,850432,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA",8504
2007,850433,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA",8504
2007,850434,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 500kVA",8504
2007,850440,Electrical static converters,8504
2007,850450,Electrical inductors; n.e.c. in heading no. 8504,8504
2007,850490,"Electrical transformers, static converters and inductors; parts thereof",8504
2007,850511,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal",8505
2007,850519,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",8505
2007,850520,"Magnets; electro-magnetic couplings, clutches and brakes",8505
2007,850590,"Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505",8505
2007,850610,"Cells and batteries; primary, manganese dioxide",8506
2007,850630,"Cells and batteries; primary, mercuric oxide",8506
2007,850640,"Cells and batteries; primary, silver oxide",8506
2007,850650,"Cells and batteries; primary, lithium",8506
2007,850660,"Cells and batteries; primary, air-zinc",8506
2007,850680,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",8506
2007,850690,"Cells and batteries; primary, parts thereof",8506
2007,850710,"Electric accumulators; lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)",8507
2007,850720,"Electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)",8507
2007,850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",8507
2007,850740,"Electric accumulators; nickel-iron, including separators, whether or not rectangular (including square)",8507
2007,850780,"Electric accumulators; n.e.c. in heading no. 8507, including separators, whether or not rectangular (including square)",8507
2007,850790,Electric accumulators; parts n.e.c. in heading no. 8507,8507
2007,850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",8508
2007,850819,"Vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1",8508
2007,850860,"Vacuum cleaners, other than with a self-contained electric motor",8508
2007,850870,Parts of vacuum cleaners,8508
2007,850940,"Electro-mechanical domestic appliances; food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor",8509
2007,850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509",8509
2007,850990,Electro-mechanical domestic appliances; parts for the appliances of heading no. 8509,8509
2007,851010,Shavers; with self-contained electric motor,8510
2007,851020,Hair clippers; with a self-contained electric motor,8510
2007,851030,Hair-removing appliances; with self-contained electric motor,8510
2007,851090,Shavers and hair clippers; parts of those with self-contained electric motor,8510
2007,851110,"Ignition or starting equipment; spark plugs, of a kind used for spark or compression-ignition internal combustion engines",8511
2007,851120,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines",8511
2007,851130,Ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines,8511
2007,851140,"Ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines",8511
2007,851150,"Ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",8511
2007,851180,"Ignition or starting equipment; n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",8511
2007,851190,"Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines",8511
2007,851210,"Lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539",8512
2007,851220,"Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",8512
2007,851230,"Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",8512
2007,851240,"Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",8512
2007,851290,"Lighting or signalling equipment; electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; parts, of those kinds used for cycles or motor vehicles",8512
2007,851310,"Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",8513
2007,851390,"Lamps; parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy",8513
2007,851410,"Furnaces and ovens; electric, for industrial or laboratory use, resistance heated",8514
2007,851420,"Furnaces and ovens; electric, for industrial or laboratory use, functioning by induction or dielectric loss",8514
2007,851430,"Furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated",8514
2007,851440,"Heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens",8514
2007,851490,"Furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514",8514
2007,851511,"Brazing or soldering machines and apparatus; soldering irons and guns, whether or not capable of cutting",8515
2007,851519,"Brazing or soldering machines and apparatus; other than soldering irons and guns, whether or not capable of cutting",8515
2007,851521,"Welding machines and apparatus; for resistance welding of metal, fully or partly automatic, whether or not capable of cutting",8515
2007,851529,"Welding machines and apparatus; for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting",8515
2007,851531,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting",8515
2007,851539,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting",8515
2007,851580,"Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting",8515
2007,851590,"Welding, brazing or soldering machines; parts of the machines of heading no. 8515",8515
2007,851610,"Heaters; electric, instantaneous or storage water and immersion heaters",8516
2007,851621,Heating apparatus; electric storage heating radiators,8516
2007,851629,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators),8516
2007,851631,Hair-dressing apparatus; electro-thermic hair dryers,8516
2007,851632,"Hair-dressing apparatus; electro-thermic, other than hair dryers",8516
2007,851633,Hand-drying apparatus; electro-thermic,8516
2007,851640,Smoothing irons; electric,8516
2007,851650,"Ovens; microwave, of a kind used for domestic purposes",8516
2007,851660,"Ovens, cookers, cooking plates, boiling rings, grillers and roasters; of a kind used for domestic purposes (excluding microwaves)",8516
2007,851671,"Electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes",8516
2007,851672,"Electro-thermic appliances; toasters, of a kind used for domestic purposes",8516
2007,851679,"Electro-thermic appliances; n.e.c. in heading no. 8516, used for domestic purposes",8516
2007,851680,"Resistors; electric heating, other than those of heading no. 8545",8516
2007,851690,"Electro-thermic appliances; parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516",8516
2007,851711,Line telephone sets with cordless handsets,8517
2007,851712,Telephones for cellular networks or for other wireless networks,8517
2007,851718,Telephone sets n.e.c. in item no. 8517.1,8517
2007,851761,Base stations,8517
2007,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",8517
2007,851769,"Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of  voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6",8517
2007,851770,"Telephone sets and other apparatus for the transmission or reception of voice, images or other data, via a wired or wireless network; parts",8517
2007,851810,Microphones and stands therefor,8518
2007,851821,"Loudspeakers; single, mounted in their enclosures",8518
2007,851822,"Loudspeakers; multiple, mounted in the same enclosure",8518
2007,851829,Loudspeakers; not mounted in their enclosures,8518
2007,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",8518
2007,851840,Amplifiers; audio-frequency electric,8518
2007,851850,Amplifier sets; electric sound,8518
2007,851890,"Microphones, headphones, earphones, amplifier equipment; parts of the equipment of heading no. 8518",8518
2007,851920,"Sound recording or reproducing apparatus; operated by coins, banknotes, bank cards, tokens or by other means of payment",8519
2007,851930,Sound recording or reproducing apparatus; turntables (record-decks),8519
2007,851950,Sound recording or reproducing apparatus; telephone answering machines,8519
2007,851981,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",8519
2007,851989,Sound recording or reproducing apparatus; n.e.c. in heading no 8519,8519
2007,852110,Video recording or reproducing apparatus; magnetic tape-type,8521
2007,852190,Video recording or reproducing apparatus; other than magnetic tape-type,8521
2007,852210,"Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges",8522
2007,852290,"Sound recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges",8522
2007,852321,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",8523
2007,852329,"Magnetic media; other than cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",8523
2007,852340,"Optical media, whether or not recorded, excluding products of Chapter 37",8523
2007,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",8523
2007,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",8523
2007,852359,"Semiconductor media; other than smart cards, whether or not recorded, excluding products of Chapter 37",8523
2007,852380,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37",8523
2007,852550,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus",8525
2007,852560,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, incorporating reception apparatus",8525
2007,852580,"Television cameras, digital cameras and video camera recorders",8525
2007,852610,Radar apparatus,8526
2007,852691,Radio navigational aid apparatus,8526
2007,852692,Radio remote control apparatus,8526
2007,852712,Radio broadcast receivers capable of operating without an external power source; pocket-size radio cassette-players,8527
2007,852713,"Radio broadcast receivers capable of operating without an external power source; apparatus (other than pocket-size radio cassette-players), combined with sound recording or reproducing apparatus",8527
2007,852719,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1,8527
2007,852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus",8527
2007,852729,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; not combined with sound recording or reproducing apparatus",8527
2007,852791,Radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus,8527
2007,852792,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock,8527
2007,852799,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus and not combined with a clock,8527
2007,852841,Cathode-ray tube monitors; of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852849,Cathode-ray tube monitors; other than of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852851,Monitors other than cathode-ray tube; of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852859,Monitors other than cathode-ray tube; other than of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852861,Projectors; of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852869,Projectors; other than of a kind solely or principally used in an automatic data processing system of heading 84.71,8528
2007,852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen",8528
2007,852872,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",8528
2007,852873,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a black and white or other monochrome video display or screen",8528
2007,852910,Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith,8529
2007,852990,"Reception and transmission apparatus; for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors",8529
2007,853010,"Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)",8530
2007,853080,"Signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)",8530
2007,853090,"Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)",8530
2007,853110,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",8531
2007,853120,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED), excluding those of heading no. 8512 or 8530",8531
2007,853180,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530",8531
2007,853190,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531",8531
2007,853210,"Electrical capacitors; fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)",8532
2007,853221,"Electrical capacitors; fixed, tantalum",8532
2007,853222,"Electrical capacitors; fixed, aluminium electrolytic",8532
2007,853223,"Electrical capacitors; fixed, ceramic dielectric, single layer",8532
2007,853224,"Electrical capacitors; fixed, ceramic dielectric, multilayer",8532
2007,853225,"Electrical capacitors; fixed, dielectric of paper or plastics",8532
2007,853229,"Electrical capacitors; fixed, n.e.c. in heading no. 8532",8532
2007,853230,Electrical capacitors; variable or adjustable (pre-set) capacitors,8532
2007,853290,Electrical capacitors; parts of the capacitors of heading no. 8532,8532
2007,853310,"Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)",8533
2007,853321,"Electrical resistors; fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",8533
2007,853329,"Electrical resistors; fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",8533
2007,853331,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",8533
2007,853339,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)",8533
2007,853340,"Electrical resistors; variable, including rheostats and potentiometers (excluding heating)",8533
2007,853390,Resistors; parts of the resistors of heading no. 8533,8533
2007,853400,Circuits; printed,8534
2007,853510,"Electrical apparatus; fuses, for a voltage exceeding 1000 volts",8535
2007,853521,"Electrical apparatus; automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV",8535
2007,853529,"Electrical apparatus; automatic circuit breakers, for a voltage of 72.5kV or more",8535
2007,853530,"Electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts",8535
2007,853540,"Electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)",8535
2007,853590,"Electrical apparatus; n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts",8535
2007,853610,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts",8536
2007,853620,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts",8536
2007,853630,"Electrical apparatus; for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",8536
2007,853641,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)",8536
2007,853649,"Electrical apparatus; relays, for a voltage exceeding 60 volts",8536
2007,853650,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",8536
2007,853661,"Electrical apparatus; lamp-holders, for a voltage not exceeding 1000 volts",8536
2007,853669,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts",8536
2007,853670,"Connectors for optical fibres, optical fibre bundles or cables",8536
2007,853690,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts",8536
2007,853710,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts",8537
2007,853720,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts",8537
2007,853810,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",8538
2007,853890,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",8538
2007,853910,Lamps; sealed beam units,8539
2007,853921,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen",8539
2007,853922,"Lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen",8539
2007,853929,"Lamps; filament, (excluding ultra-violet or infra-red), n.e.c. in item no. 8539.2",8539
2007,853931,"Lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode",8539
2007,853932,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps",8539
2007,853939,"Lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)",8539
2007,853941,Lamps; arc-lamps,8539
2007,853949,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)",8539
2007,853990,Lamps; parts of the lamps of heading no. 8539,8539
2007,854011,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour",8540
2007,854012,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, black and white or other monochrome",8540
2007,854020,"Tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes",8540
2007,854040,"Tubes; data/graphic display, colour, with a phosphor dot screen pitch smaller than 0.4mm",8540
2007,854050,"Tubes; data/graphic display, black and white or other monochrome",8540
2007,854060,"Tubes; cathode ray, n.e.c. in heading no. 8540",8540
2007,854071,"Tubes; microwave, magnetrons, excluding grid-controlled tubes",8540
2007,854072,"Tubes; microwave, klystrons, excluding grid-controlled tubes",8540
2007,854079,"Tubes; microwave, other than magnetrons and klystrons, (for example travelling wave tubes, carlinotrons), excluding grid-controlled tubes",8540
2007,854081,Valves and tubes; receiver or amplifier,8540
2007,854089,Valves and tubes; n.e.c. in heading no. 8540,8540
2007,854091,Tubes; parts of cathode-ray tubes,8540
2007,854099,"Valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes",8540
2007,854110,"Electrical apparatus; diodes, other than photosensitive or light emitting diodes",8541
2007,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",8541
2007,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",8541
2007,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",8541
2007,854140,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes",8541
2007,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",8541
2007,854160,Crystals; mounted piezo-electric,8541
2007,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",8541
2007,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8542
2007,854232,Electronic integrated circuits; memories,8542
2007,854233,Electronic integrated circuits; amplifiers,8542
2007,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,8542
2007,854290,Parts of electronic integrated circuits,8542
2007,854310,Electrical machines and apparatus; particle accelerators,8543
2007,854320,Electrical machines and apparatus; signal generators,8543
2007,854330,"Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis",8543
2007,854370,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",8543
2007,854390,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,8543
2007,854411,"Insulated electric conductors; winding wire, of copper",8544
2007,854419,"Insulated electric conductors; winding wire, (of other than copper)",8544
2007,854420,Insulated electric conductors; co-axial cable and other co-axial electric conductors,8544
2007,854430,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",8544
2007,854442,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors",8544
2007,854449,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors",8544
2007,854460,Insulated electric conductors; for a voltage exceeding 1000 volts,8544
2007,854470,Insulated electric conductors; optical fibre cables,8544
2007,854511,"Carbon electrodes; with or without metal, of a kind used for furnaces",8545
2007,854519,"Carbon electrodes; with or without metal, of a kind used for other than furnaces",8545
2007,854520,"Carbon brushes; with or without metal, used for electrical purposes",8545
2007,854590,"Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes",8545
2007,854610,Electrical insulators; of glass,8546
2007,854620,Electrical insulators; of ceramics,8546
2007,854690,Electrical insulators; other than of glass and ceramics,8546
2007,854710,"Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",8547
2007,854720,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",8547
2007,854790,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",8547
2007,854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",8548
2007,854890,Electrical parts of machinery or apparatus; n.e.c. in chapter 85,8548
2007,860110,Rail locomotives; powered from an external source of electricity,8601
2007,860120,Rail locomotives; powered by electric accumulators,8601
2007,860210,Rail locomotives; diesel-electric powered,8602
2007,860290,Rail locomotives and locomotive tenders; other than diesel-electric powered,8602
2007,860310,"Railway or tramway coaches, vans and trucks; self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)",8603
2007,860390,"Railway or tramway coaches, vans and trucks; self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)",8603
2007,860400,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)",8604
